lesson_id,lesson_version,event_type,event_date,anchor_gold_date,alignment_method,gold_close_at_event,release_timestamp,source_artifact_path,source_artifact_sha256,cpi_value,previous_cpi_value,cpi_change_pct,cpi_pressure,macro_regime,gold_close_t_plus_1d,gold_return_1d_pct,gold_direction_1d,gold_close_t_plus_5d,gold_return_5d_pct,gold_direction_5d,gold_close_t_plus_20d,gold_return_20d_pct,gold_direction_20d,primary_horizon_days,lesson_text,us10y_value_at_event,us10y_value_lookback,us10y_change_bps,us10y_level,us10y_trend,dxy_value_at_event,dxy_value_lookback,dxy_change,dxy_level,dxy_trend,t5yie_value_at_event,t5yie_value_lookback,t5yie_change,t5yie_level,t5yie_trend
CPI_GOLD_2018-03-01,cpi_gold_v1,CPI,2018-03-01,2018-04-11,first_gold_session_on_or_after_release_timestamp,1356.5,2018-04-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,249.577,249.529,0.019236,inflation_pressure_up,LATE_CYCLE,1338.400024,-1.334314,DOWN,1351.199951,-0.390715,DOWN,1311.300049,-3.332101,DOWN,20,"After CPI changed by 0.019236% on 2018-03-01, gold moved -3.332101% over 20 trading days (DOWN).",0.71,0.63,8.0,low_yield_regime,yields_flat,90.32,89.190002,1.129997,low_dxy_regime,dxy_rising,2.03,1.97,0.06,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2018-04-01,cpi_gold_v1,CPI,2018-04-01,2018-05-09,first_gold_session_on_or_after_release_timestamp,1311.300049,2018-05-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,250.227,249.577,0.260441,inflation_pressure_up,LATE_CYCLE,1320.800049,0.724472,UP,1290.199951,-1.609098,DOWN,1298.699951,-0.960886,DOWN,5,"After CPI changed by 0.260441% on 2018-04-01, gold moved -1.609098% over 5 trading days (DOWN).",0.69,0.74,-5.0,low_yield_regime,yields_flat,90.150002,89.940002,0.209999,low_dxy_regime,dxy_flat,1.92,2.03,-0.11,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2018-05-01,cpi_gold_v1,CPI,2018-05-01,2018-06-13,first_gold_session_on_or_after_release_timestamp,1296.900024,2018-06-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,250.792,250.227,0.225795,inflation_pressure_up,LATE_CYCLE,1304.0,0.547457,UP,1271.199951,-1.981654,DOWN,1245.0,-4.001852,DOWN,20,"After CPI changed by 0.225795% on 2018-05-01, gold moved -4.001852% over 20 trading days (DOWN).",0.81,0.69,12.0,low_yield_regime,yields_rising,92.449997,90.150002,2.299995,low_dxy_regime,dxy_rising,2.09,1.92,0.17,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2018-06-01,cpi_gold_v1,CPI,2018-06-01,2018-07-11,first_gold_session_on_or_after_release_timestamp,1242.800049,2018-07-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,251.018,250.792,0.090115,inflation_pressure_up,LATE_CYCLE,1245.0,0.177016,UP,1226.300049,-1.327647,DOWN,1212.599976,-2.430003,DOWN,20,"After CPI changed by 0.090115% on 2018-06-01, gold moved -2.430003% over 20 trading days (DOWN).",0.8,0.8,0.0,low_yield_regime,yields_flat,94.190002,92.510002,1.68,low_dxy_regime,dxy_rising,2.06,2.09,-0.03,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2018-07-01,cpi_gold_v1,CPI,2018-07-01,2018-08-08,first_gold_session_on_or_after_release_timestamp,1212.599976,2018-08-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,251.214,251.018,0.078082,inflation_pressure_up,LATE_CYCLE,1211.900024,-0.057723,FLAT,1177.5,-2.894605,DOWN,1197.900024,-1.212267,DOWN,5,"After CPI changed by 0.078082% on 2018-07-01, gold moved -2.894605% over 5 trading days (DOWN).",0.74,0.8,-6.0,low_yield_regime,yields_flat,94.629997,94.190002,0.439995,low_dxy_regime,dxy_flat,2.06,2.06,0.0,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2018-08-01,cpi_gold_v1,CPI,2018-08-01,2018-09-12,first_gold_session_on_or_after_release_timestamp,1204.699951,2018-09-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,251.663,251.214,0.178732,inflation_pressure_up,LATE_CYCLE,1202.0,-0.224118,DOWN,1202.199951,-0.207521,DOWN,1189.300049,-1.278318,DOWN,20,"After CPI changed by 0.178732% on 2018-08-01, gold moved -1.278318% over 20 trading days (DOWN).",0.87,0.73,14.0,low_yield_regime,yields_rising,94.620003,94.870003,-0.25,low_dxy_regime,dxy_flat,2.0,2.07,-0.07,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2018-09-01,cpi_gold_v1,CPI,2018-09-01,2018-10-10,first_gold_session_on_or_after_release_timestamp,1189.300049,2018-10-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,252.182,251.663,0.206228,inflation_pressure_up,LATE_CYCLE,1223.5,2.875637,UP,1223.699951,2.892449,UP,1226.199951,3.102657,UP,20,"After CPI changed by 0.206228% on 2018-09-01, gold moved 3.102657% over 20 trading days (UP).",0.78,0.86,-8.0,low_yield_regime,yields_flat,95.139999,95.169998,-0.029999,normal_dxy_regime,dxy_flat,1.98,1.99,-0.01,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2018-10-01,cpi_gold_v1,CPI,2018-10-01,2018-11-14,first_gold_session_on_or_after_release_timestamp,1207.900024,2018-11-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,252.772,252.182,0.233958,inflation_pressure_up,LATE_CYCLE,1212.800049,0.405665,UP,1225.800049,1.481913,UP,1237.0,2.409138,UP,20,"After CPI changed by 0.233958% on 2018-10-01, gold moved 2.409138% over 20 trading days (UP).",0.95,0.78,17.0,low_yield_regime,yields_rising,95.300003,95.139999,0.160004,normal_dxy_regime,dxy_flat,2.04,1.98,0.06,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2018-11-01,cpi_gold_v1,CPI,2018-11-01,2018-12-12,first_gold_session_on_or_after_release_timestamp,1244.400024,2018-12-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,252.594,252.772,-0.070419,inflation_pressure_down,LATE_CYCLE,1242.699951,-0.136618,DOWN,1252.099976,0.618768,UP,1287.099976,3.431369,UP,20,"After CPI changed by -0.070419% on 2018-11-01, gold moved 3.431369% over 20 trading days (UP).",1.12,0.93,19.0,low_yield_regime,yields_rising,96.279999,95.510002,0.769997,normal_dxy_regime,dxy_flat,1.88,2.03,-0.15,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2018-12-01,cpi_gold_v1,CPI,2018-12-01,2019-01-09,first_gold_session_on_or_after_release_timestamp,1289.300049,2019-01-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,252.767,252.594,0.068489,inflation_pressure_up,LATE_CYCLE,1284.699951,-0.35679,DOWN,1291.599976,0.178386,UP,1309.400024,1.558984,UP,20,"After CPI changed by 0.068489% on 2018-12-01, gold moved 1.558984% over 20 trading days (UP).",1.04,1.12,-8.0,low_yield_regime,yields_flat,97.269997,96.279999,0.989998,normal_dxy_regime,dxy_flat,1.77,1.88,-0.11,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2019-01-01,cpi_gold_v1,CPI,2019-01-01,2019-02-13,first_gold_session_on_or_after_release_timestamp,1310.800049,2019-02-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,252.561,252.767,-0.081498,inflation_pressure_down,LATE_CYCLE,1309.800049,-0.076289,FLAT,1323.5,0.96887,UP,1293.400024,-1.327435,DOWN,20,"After CPI changed by -0.081498% on 2019-01-01, gold moved -1.327435% over 20 trading days (DOWN).",0.98,1.04,-6.0,low_yield_regime,yields_flat,96.169998,97.269997,-1.099998,normal_dxy_regime,dxy_falling,1.51,1.77,-0.26,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2019-02-01,cpi_gold_v1,CPI,2019-02-01,2019-03-13,first_gold_session_on_or_after_release_timestamp,1307.5,2019-03-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,253.319,252.561,0.300126,inflation_pressure_up,LATE_CYCLE,1293.400024,-1.078392,DOWN,1300.5,-0.535373,DOWN,1309.099976,0.122369,UP,1,"After CPI changed by 0.300126% on 2019-02-01, gold moved -1.078392% over 1 trading days (DOWN).",0.82,0.96,-14.0,low_yield_regime,yields_falling,95.580002,96.82,-1.239998,normal_dxy_regime,dxy_falling,1.72,1.49,0.23,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2019-03-01,cpi_gold_v1,CPI,2019-03-01,2019-04-10,first_gold_session_on_or_after_release_timestamp,1309.099976,2019-04-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,254.277,253.319,0.378179,inflation_pressure_up,LATE_CYCLE,1288.599976,-1.565961,DOWN,1272.199951,-2.818732,DOWN,1283.5,-1.95554,DOWN,5,"After CPI changed by 0.378179% on 2019-03-01, gold moved -2.818732% over 5 trading days (DOWN).",0.8,0.86,-6.0,low_yield_regime,yields_flat,96.529999,95.339996,1.190002,normal_dxy_regime,dxy_rising,1.85,1.68,0.17,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2019-04-01,cpi_gold_v1,CPI,2019-04-01,2019-05-08,first_gold_session_on_or_after_release_timestamp,1279.400024,2019-05-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,255.233,254.277,0.375968,inflation_pressure_up,LATE_CYCLE,1283.5,0.320461,UP,1296.300049,1.320934,UP,1337.599976,4.549003,UP,20,"After CPI changed by 0.375968% on 2019-04-01, gold moved 4.549003% over 20 trading days (UP).",0.59,0.8,-21.0,low_yield_regime,yields_falling,97.25,96.529999,0.720001,normal_dxy_regime,dxy_flat,1.82,1.85,-0.03,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2019-05-01,cpi_gold_v1,CPI,2019-05-01,2019-06-12,first_gold_session_on_or_after_release_timestamp,1331.900024,2019-06-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,255.296,255.233,0.024683,inflation_pressure_up,LATE_CYCLE,1339.199951,0.548084,UP,1344.599976,0.953521,UP,1404.300049,5.435845,UP,20,"After CPI changed by 0.024683% on 2019-05-01, gold moved 5.435845% over 20 trading days (UP).",0.59,0.59,0.0,low_yield_regime,yields_flat,97.690002,97.25,0.440002,normal_dxy_regime,dxy_flat,1.83,1.82,0.01,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2019-06-01,cpi_gold_v1,CPI,2019-06-01,2019-07-10,first_gold_session_on_or_after_release_timestamp,1410.099976,2019-07-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,255.213,255.296,-0.032511,inflation_pressure_down,LATE_CYCLE,1404.300049,-0.411313,DOWN,1421.300049,0.794275,UP,1507.300049,6.893133,UP,20,"After CPI changed by -0.032511% on 2019-06-01, gold moved 6.893133% over 20 trading days (UP).",0.4,0.66,-26.0,low_yield_regime,yields_falling,97.75,97.830002,-0.080002,normal_dxy_regime,dxy_flat,1.58,1.78,-0.2,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2019-07-01,cpi_gold_v1,CPI,2019-07-01,2019-08-14,first_gold_session_on_or_after_release_timestamp,1515.900024,2019-08-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,255.802,255.213,0.230788,inflation_pressure_up,LATE_CYCLE,1519.599976,0.244076,UP,1504.599976,-0.745435,DOWN,1498.699951,-1.134644,DOWN,20,"After CPI changed by 0.230788% on 2019-07-01, gold moved -1.134644% over 20 trading days (DOWN).",0.34,0.4,-6.0,low_yield_regime,yields_flat,96.839996,97.75,-0.910004,normal_dxy_regime,dxy_flat,1.53,1.58,-0.05,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2019-08-01,cpi_gold_v1,CPI,2019-08-01,2019-09-11,first_gold_session_on_or_after_release_timestamp,1494.400024,2019-09-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,256.036,255.802,0.091477,inflation_pressure_up,LATE_CYCLE,1498.699951,0.287736,UP,1507.5,0.876604,UP,1506.099976,0.78292,UP,5,"After CPI changed by 0.091477% on 2019-08-01, gold moved 0.876604% over 5 trading days (UP).",0.2,0.33,-13.0,low_yield_regime,yields_falling,98.389999,96.730003,1.659996,normal_dxy_regime,dxy_rising,1.47,1.5,-0.03,low_breakeven_regime,breakeven_flat
CPI_GOLD_2019-09-01,cpi_gold_v1,CPI,2019-09-01,2019-10-09,first_gold_session_on_or_after_release_timestamp,1506.099976,2019-10-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,256.43,256.036,0.153885,inflation_pressure_up,LATE_CYCLE,1494.800049,-0.750277,DOWN,1488.0,-1.201778,DOWN,1490.199951,-1.055708,DOWN,5,"After CPI changed by 0.153885% on 2019-09-01, gold moved -1.201778% over 5 trading days (DOWN).",-0.05,0.2,-25.0,low_yield_regime,yields_falling,98.919998,98.099998,0.82,normal_dxy_regime,dxy_flat,1.35,1.45,-0.1,low_breakeven_regime,breakeven_flat
CPI_GOLD_2019-10-01,cpi_gold_v1,CPI,2019-10-01,2019-11-13,first_gold_session_on_or_after_release_timestamp,1461.699951,2019-11-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,257.155,256.43,0.282728,inflation_pressure_up,LATE_CYCLE,1471.800049,0.690983,UP,1473.300049,0.793603,UP,1466.699951,0.342067,UP,5,"After CPI changed by 0.282728% on 2019-10-01, gold moved 0.793603% over 5 trading days (UP).",0.13,-0.05,18.0,low_yield_regime,yields_rising,99.129997,98.919998,0.209999,normal_dxy_regime,dxy_flat,1.33,1.35,-0.02,low_breakeven_regime,breakeven_flat
CPI_GOLD_2019-11-01,cpi_gold_v1,CPI,2019-11-01,2019-12-11,first_gold_session_on_or_after_release_timestamp,1469.400024,2019-12-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,257.879,257.155,0.281542,inflation_pressure_up,LATE_CYCLE,1466.699951,-0.183753,DOWN,1472.599976,0.217773,UP,1557.5,5.995643,UP,20,"After CPI changed by 0.281542% on 2019-11-01, gold moved 5.995643% over 20 trading days (UP).",0.14,0.1,4.0,low_yield_regime,yields_flat,97.239998,99.040001,-1.800003,normal_dxy_regime,dxy_falling,1.5,1.29,0.21,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2019-12-01,cpi_gold_v1,CPI,2019-12-01,2020-01-08,first_gold_session_on_or_after_release_timestamp,1557.400024,2020-01-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,258.63,257.879,0.291222,inflation_pressure_up,LATE_CYCLE,1551.699951,-0.365999,DOWN,1552.099976,-0.340314,DOWN,1565.099976,0.494411,UP,20,"After CPI changed by 0.291222% on 2019-12-01, gold moved 0.494411% over 20 trading days (UP).",0.17,0.14,3.0,low_yield_regime,yields_flat,98.269997,97.239998,1.029999,normal_dxy_regime,dxy_rising,1.5,1.5,0.0,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2020-01-01,cpi_gold_v1,CPI,2020-01-01,2020-02-12,first_gold_session_on_or_after_release_timestamp,1567.400024,2020-02-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,259.127,258.63,0.192166,inflation_pressure_up,LATE_CYCLE,1575.099976,0.491256,UP,1616.599976,3.138953,UP,1589.300049,1.39722,UP,5,"After CPI changed by 0.192166% on 2020-01-01, gold moved 3.138953% over 5 trading days (UP).",0.15,0.18,-3.0,low_yield_regime,yields_flat,96.389999,97.860001,-1.470001,normal_dxy_regime,dxy_falling,1.68,1.54,0.14,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2020-02-01,cpi_gold_v1,CPI,2020-02-01,2020-03-11,first_gold_session_on_or_after_release_timestamp,1641.400024,2020-03-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,259.25,259.127,0.047467,inflation_pressure_up,LATE_CYCLE,1589.300049,-3.174118,DOWN,1477.300049,-9.997561,DOWN,1665.400024,1.462166,UP,5,"After CPI changed by 0.047467% on 2020-02-01, gold moved -9.997561% over 5 trading days (DOWN).",-0.14,0.08,-22.0,low_yield_regime,yields_falling,97.389999,96.849998,0.540001,normal_dxy_regime,dxy_flat,1.6,1.72,-0.12,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2020-03-01,cpi_gold_v1,CPI,2020-03-01,2020-04-08,first_gold_session_on_or_after_release_timestamp,1665.400024,2020-04-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,258.076,259.25,-0.452845,inflation_pressure_down,RECOVERY,1736.199951,4.251226,UP,1720.400024,3.30251,UP,1721.800049,3.386575,UP,1,"After CPI changed by -0.452845% on 2020-03-01, gold moved 4.251226% over 1 trading days (UP).",-0.28,-0.14,-14.0,low_yield_regime,yields_falling,98.129997,97.389999,0.739998,normal_dxy_regime,dxy_flat,1.33,1.6,-0.27,low_breakeven_regime,breakeven_falling
CPI_GOLD_2020-04-01,cpi_gold_v1,CPI,2020-04-01,2020-05-13,first_gold_session_on_or_after_release_timestamp,1713.900024,2020-05-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,256.032,258.076,-0.792015,inflation_pressure_down,RECOVERY,1738.099976,1.411981,UP,1750.599976,2.141312,UP,1732.0,1.05607,UP,5,"After CPI changed by -0.792015% on 2020-04-01, gold moved 2.141312% over 5 trading days (UP).",-0.29,-0.31,2.0,low_yield_regime,yields_flat,99.669998,97.360001,2.309998,normal_dxy_regime,dxy_rising,0.56,1.32,-0.76,low_breakeven_regime,breakeven_falling
CPI_GOLD_2020-05-01,cpi_gold_v1,CPI,2020-05-01,2020-06-10,first_gold_session_on_or_after_release_timestamp,1713.300049,2020-06-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,255.802,256.032,-0.089833,inflation_pressure_down,RECOVERY,1732.0,1.091458,UP,1729.199951,0.928028,UP,1799.199951,5.01371,UP,20,"After CPI changed by -0.089833% on 2020-05-01, gold moved 5.01371% over 20 trading days (UP).",-0.42,-0.29,-13.0,low_yield_regime,yields_falling,98.800003,99.669998,-0.869995,normal_dxy_regime,dxy_flat,0.68,0.56,0.12,low_breakeven_regime,breakeven_rising
CPI_GOLD_2020-06-01,cpi_gold_v1,CPI,2020-06-01,2020-07-08,first_gold_session_on_or_after_release_timestamp,1815.5,2020-07-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,257.042,255.802,0.48475,inflation_pressure_up,RECOVERY,1799.199951,-0.897827,DOWN,1811.400024,-0.225832,DOWN,2031.099976,11.875515,UP,20,"After CPI changed by 0.48475% on 2020-06-01, gold moved 11.875515% over 20 trading days (UP).",-0.52,-0.42,-10.0,low_yield_regime,yields_flat,97.830002,98.800003,-0.970001,normal_dxy_regime,dxy_flat,0.84,0.68,0.16,low_breakeven_regime,breakeven_rising
CPI_GOLD_2020-07-01,cpi_gold_v1,CPI,2020-07-01,2020-08-12,first_gold_session_on_or_after_release_timestamp,1934.900024,2020-08-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,258.352,257.042,0.509644,inflation_pressure_up,RECOVERY,1956.699951,1.126669,UP,1958.699951,1.230034,UP,1954.199951,0.997464,UP,5,"After CPI changed by 0.509644% on 2020-07-01, gold moved 1.230034% over 5 trading days (UP).",-0.68,-0.52,-16.0,low_yield_regime,yields_falling,97.199997,97.830002,-0.630005,normal_dxy_regime,dxy_flat,1.17,0.84,0.33,low_breakeven_regime,breakeven_rising
CPI_GOLD_2020-08-01,cpi_gold_v1,CPI,2020-08-01,2020-09-09,first_gold_session_on_or_after_release_timestamp,1944.699951,2020-09-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,259.316,258.352,0.373134,inflation_pressure_up,RECOVERY,1954.199951,0.488507,UP,1960.199951,0.797038,UP,1883.599976,-3.141872,DOWN,20,"After CPI changed by 0.373134% on 2020-08-01, gold moved -3.141872% over 20 trading days (DOWN).",-1.0,-0.73,-27.0,low_yield_regime,yields_falling,93.489998,97.32,-3.830002,low_dxy_regime,dxy_falling,1.4,1.21,0.19,low_breakeven_regime,breakeven_rising
CPI_GOLD_2020-09-01,cpi_gold_v1,CPI,2020-09-01,2020-10-14,first_gold_session_on_or_after_release_timestamp,1901.300049,2020-10-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,259.997,259.316,0.262614,inflation_pressure_up,RECOVERY,1903.199951,0.099926,FLAT,1924.599976,1.225473,UP,1860.699951,-2.135386,DOWN,20,"After CPI changed by 0.262614% on 2020-09-01, gold moved -2.135386% over 20 trading days (DOWN).",-1.08,-1.0,-8.0,low_yield_regime,yields_flat,92.339996,93.489998,-1.150002,low_dxy_regime,dxy_falling,1.65,1.4,0.25,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2020-10-01,cpi_gold_v1,CPI,2020-10-01,2020-11-11,first_gold_session_on_or_after_release_timestamp,1860.699951,2020-11-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,260.319,259.997,0.123848,inflation_pressure_up,RECOVERY,1872.599976,0.639546,UP,1873.5,0.687916,UP,1833.599976,-1.45644,DOWN,20,"After CPI changed by 0.123848% on 2020-10-01, gold moved -1.45644% over 20 trading days (DOWN).",-0.95,-1.08,13.0,low_yield_regime,yields_rising,93.709999,92.339996,1.370003,low_dxy_regime,dxy_rising,1.48,1.65,-0.17,low_breakeven_regime,breakeven_falling
CPI_GOLD_2020-11-01,cpi_gold_v1,CPI,2020-11-01,2020-12-09,first_gold_session_on_or_after_release_timestamp,1834.599976,2020-12-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,260.911,260.319,0.227413,inflation_pressure_up,RECOVERY,1833.599976,-0.054508,FLAT,1856.099976,1.171918,UP,1834.099976,-0.027254,FLAT,5,"After CPI changed by 0.227413% on 2020-11-01, gold moved 1.171918% over 5 trading days (UP).",-0.82,-0.94,12.0,low_yield_regime,yields_rising,94.040001,93.839996,0.200005,low_dxy_regime,dxy_flat,1.59,1.48,0.11,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2020-12-01,cpi_gold_v1,CPI,2020-12-01,2021-01-13,first_gold_session_on_or_after_release_timestamp,1853.599976,2021-01-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,262.045,260.911,0.434631,inflation_pressure_up,RECOVERY,1850.300049,-0.178028,DOWN,1865.300049,0.631208,UP,1824.900024,-1.548336,DOWN,20,"After CPI changed by 0.434631% on 2020-12-01, gold moved -1.548336% over 20 trading days (DOWN).",-0.89,-0.82,-7.0,low_yield_regime,yields_flat,91.309998,94.040001,-2.730003,low_dxy_regime,dxy_falling,1.72,1.59,0.13,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2021-01-01,cpi_gold_v1,CPI,2021-01-01,2021-02-10,first_gold_session_on_or_after_release_timestamp,1840.599976,2021-02-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,262.687,262.045,0.244996,inflation_pressure_up,RECOVERY,1824.900024,-0.85298,DOWN,1773.400024,-3.650981,DOWN,1722.300049,-6.427248,DOWN,20,"After CPI changed by 0.244996% on 2021-01-01, gold moved -6.427248% over 20 trading days (DOWN).",-1.06,-0.9,-16.0,low_yield_regime,yields_falling,89.940002,91.120003,-1.18,low_dxy_regime,dxy_falling,1.95,1.76,0.19,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2021-02-01,cpi_gold_v1,CPI,2021-02-01,2021-03-10,first_gold_session_on_or_after_release_timestamp,1721.5,2021-03-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,263.579,262.687,0.339568,inflation_pressure_up,RECOVERY,1722.300049,0.046474,FLAT,1726.800049,0.307874,UP,1756.800049,2.05054,UP,20,"After CPI changed by 0.339568% on 2021-02-01, gold moved 2.05054% over 20 trading days (UP).",-1.02,-1.06,4.0,low_yield_regime,yields_flat,91.019997,89.940002,1.079994,low_dxy_regime,dxy_rising,2.18,1.95,0.23,normal_breakeven_regime,breakeven_rising
